GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,NAME_E,AF49E001,NAME_M,AF49M001,STATE_ABB,X_POSITION,Y_POSITION
G2901310,2012-2016,Missouri,29,Miller County,131,"Miller County, Missouri",40057,"Miller County, Missouri",1978,MO,5,4
G2901330,2012-2016,Missouri,29,Mississippi County,133,"Mississippi County, Missouri",29214,"Mississippi County, Missouri",2425,MO,5,4
G2901350,2012-2016,Missouri,29,Moniteau County,135,"Moniteau County, Missouri",48974,"Moniteau County, Missouri",2057,MO,5,4
G2901370,2012-2016,Missouri,29,Monroe County,137,"Monroe County, Missouri",41201,"Monroe County, Missouri",2086,MO,5,4
G2901390,2012-2016,Missouri,29,Montgomery County,139,"Montgomery County, Missouri",41096,"Montgomery County, Missouri",1561,MO,5,4
G2901410,2012-2016,Missouri,29,Morgan County,141,"Morgan County, Missouri",32807,"Morgan County, Missouri",1990,MO,5,4
G2901430,2012-2016,Missouri,29,New Madrid County,143,"New Madrid County, Missouri",31615,"New Madrid County, Missouri",2106,MO,5,4
G2901450,2012-2016,Missouri,29,Newton County,145,"Newton County, Missouri",44474,"Newton County, Missouri",1778,MO,5,4
G2901470,2012-2016,Missouri,29,Nodaway County,147,"Nodaway County, Missouri",39908,"Nodaway County, Missouri",2643,MO,5,4
G2901490,2012-2016,Missouri,29,Oregon County,149,"Oregon County, Missouri",30442,"Oregon County, Missouri",2185,MO,5,4
G2901510,2012-2016,Missouri,29,Osage County,151,"Osage County, Missouri",54119,"Osage County, Missouri",2311,MO,5,4
G2901530,2012-2016,Missouri,29,Ozark County,153,"Ozark County, Missouri",31087,"Ozark County, Missouri",1707,MO,5,4
G2901550,2012-2016,Missouri,29,Pemiscot County,155,"Pemiscot County, Missouri",31671,"Pemiscot County, Missouri",1649,MO,5,4
G2901570,2012-2016,Missouri,29,Perry County,157,"Perry County, Missouri",53014,"Perry County, Missouri",2112,MO,5,4
G2901590,2012-2016,Missouri,29,Pettis County,159,"Pettis County, Missouri",40467,"Pettis County, Missouri",1894,MO,5,4
G2901610,2012-2016,Missouri,29,Phelps County,161,"Phelps County, Missouri",41603,"Phelps County, Missouri",2343,MO,5,4
G2901630,2012-2016,Missouri,29,Pike County,163,"Pike County, Missouri",42779,"Pike County, Missouri",3403,MO,5,4
G2901650,2012-2016,Missouri,29,Platte County,165,"Platte County, Missouri",70879,"Platte County, Missouri",2964,MO,5,4
G2901670,2012-2016,Missouri,29,Polk County,167,"Polk County, Missouri",42483,"Polk County, Missouri",2078,MO,5,4
G2901690,2012-2016,Missouri,29,Pulaski County,169,"Pulaski County, Missouri",49216,"Pulaski County, Missouri",3300,MO,5,4
G2901710,2012-2016,Missouri,29,Putnam County,171,"Putnam County, Missouri",38125,"Putnam County, Missouri",4710,MO,5,4
G2901730,2012-2016,Missouri,29,Ralls County,173,"Ralls County, Missouri",48919,"Ralls County, Missouri",4582,MO,5,4
G2901750,2012-2016,Missouri,29,Randolph County,175,"Randolph County, Missouri",40638,"Randolph County, Missouri",3746,MO,5,4
G2901770,2012-2016,Missouri,29,Ray County,177,"Ray County, Missouri",53459,"Ray County, Missouri",3176,MO,5,4
G2901790,2012-2016,Missouri,29,Reynolds County,179,"Reynolds County, Missouri",36736,"Reynolds County, Missouri",3486,MO,5,4
G2901810,2012-2016,Missouri,29,Ripley County,181,"Ripley County, Missouri",34145,"Ripley County, Missouri",3788,MO,5,4
G2901830,2012-2016,Missouri,29,St. Charles County,183,"St. Charles County, Missouri",75603,"St. Charles County, Missouri",1058,MO,5,4
G2901850,2012-2016,Missouri,29,St. Clair County,185,"St. Clair County, Missouri",33750,"St. Clair County, Missouri",1930,MO,5,4
G2901860,2012-2016,Missouri,29,Ste. Genevieve County,186,"Ste. Genevieve County, Missouri",49356,"Ste. Genevieve County, Missouri",3333,MO,5,4
G2901870,2012-2016,Missouri,29,St. Francois County,187,"St. Francois County, Missouri",41461,"St. Francois County, Missouri",1415,MO,5,4
G2901890,2012-2016,Missouri,29,St. Louis County,189,"St. Louis County, Missouri",61103,"St. Louis County, Missouri",590,MO,5,4
G2901950,2012-2016,Missouri,29,Saline County,195,"Saline County, Missouri",40645,"Saline County, Missouri",1723,MO,5,4
G2901970,2012-2016,Missouri,29,Schuyler County,197,"Schuyler County, Missouri",37583,"Schuyler County, Missouri",4191,MO,5,4
G2901990,2012-2016,Missouri,29,Scotland County,199,"Scotland County, Missouri",41336,"Scotland County, Missouri",3896,MO,5,4
G2902010,2012-2016,Missouri,29,Scott County,201,"Scott County, Missouri",40276,"Scott County, Missouri",1951,MO,5,4
G2902030,2012-2016,Missouri,29,Shannon County,203,"Shannon County, Missouri",32284,"Shannon County, Missouri",3457,MO,5,4
G2902050,2012-2016,Missouri,29,Shelby County,205,"Shelby County, Missouri",41351,"Shelby County, Missouri",3260,MO,5,4
G2902070,2012-2016,Missouri,29,Stoddard County,207,"Stoddard County, Missouri",38096,"Stoddard County, Missouri",1839,MO,5,4
G2902090,2012-2016,Missouri,29,Stone County,209,"Stone County, Missouri",41944,"Stone County, Missouri",2254,MO,5,4
G2902110,2012-2016,Missouri,29,Sullivan County,211,"Sullivan County, Missouri",42639,"Sullivan County, Missouri",2979,MO,5,4
G2902130,2012-2016,Missouri,29,Taney County,213,"Taney County, Missouri",38040,"Taney County, Missouri",1997,MO,5,4
G2902150,2012-2016,Missouri,29,Texas County,215,"Texas County, Missouri",35730,"Texas County, Missouri",2785,MO,5,4
G2902170,2012-2016,Missouri,29,Vernon County,217,"Vernon County, Missouri",40655,"Vernon County, Missouri",2039,MO,5,4
G2902190,2012-2016,Missouri,29,Warren County,219,"Warren County, Missouri",51509,"Warren County, Missouri",2914,MO,5,4
G2902210,2012-2016,Missouri,29,Washington County,221,"Washington County, Missouri",36701,"Washington County, Missouri",1927,MO,5,4
G2902230,2012-2016,Missouri,29,Wayne County,223,"Wayne County, Missouri",33954,"Wayne County, Missouri",2715,MO,5,4
G2902250,2012-2016,Missouri,29,Webster County,225,"Webster County, Missouri",44814,"Webster County, Missouri",1913,MO,5,4
G2902270,2012-2016,Missouri,29,Worth County,227,"Worth County, Missouri",44974,"Worth County, Missouri",3786,MO,5,4
G2902290,2012-2016,Missouri,29,Wright County,229,"Wright County, Missouri",30581,"Wright County, Missouri",2343,MO,5,4
G2905100,2012-2016,Missouri,29,St. Louis city,510,"St. Louis city, Missouri",36809,"St. Louis city, Missouri",645,MO,5,4
G3000010,2012-2016,Montana,30,Beaverhead County,1,"Beaverhead County, Montana",38194,"Beaverhead County, Montana",4013,MT,3,2
G3000030,2012-2016,Montana,30,Big Horn County,3,"Big Horn County, Montana",44136,"Big Horn County, Montana",4411,MT,3,2
G3000050,2012-2016,Montana,30,Blaine County,5,"Blaine County, Montana",36875,"Blaine County, Montana",1821,MT,3,2
G3000070,2012-2016,Montana,30,Broadwater County,7,"Broadwater County, Montana",50946,"Broadwater County, Montana",2914,MT,3,2
G3000090,2012-2016,Montana,30,Carbon County,9,"Carbon County, Montana",52869,"Carbon County, Montana",5442,MT,3,2
G3000110,2012-2016,Montana,30,Carter County,11,"Carter County, Montana",46985,"Carter County, Montana",6052,MT,3,2
G3000130,2012-2016,Montana,30,Cascade County,13,"Cascade County, Montana",45469,"Cascade County, Montana",1669,MT,3,2
G3000150,2012-2016,Montana,30,Chouteau County,15,"Chouteau County, Montana",38735,"Chouteau County, Montana",2028,MT,3,2
G3000170,2012-2016,Montana,30,Custer County,17,"Custer County, Montana",50146,"Custer County, Montana",3602,MT,3,2
G3000190,2012-2016,Montana,30,Daniels County,19,"Daniels County, Montana",51108,"Daniels County, Montana",1800,MT,3,2
G3000210,2012-2016,Montana,30,Dawson County,21,"Dawson County, Montana",57591,"Dawson County, Montana",5924,MT,3,2
G3000230,2012-2016,Montana,30,Deer Lodge County,23,"Deer Lodge County, Montana",39212,"Deer Lodge County, Montana",3221,MT,3,2
G3000250,2012-2016,Montana,30,Fallon County,25,"Fallon County, Montana",50114,"Fallon County, Montana",8796,MT,3,2
G3000270,2012-2016,Montana,30,Fergus County,27,"Fergus County, Montana",42357,"Fergus County, Montana",5398,MT,3,2
G3000290,2012-2016,Montana,30,Flathead County,29,"Flathead County, Montana",48407,"Flathead County, Montana",1575,MT,3,2
G3000310,2012-2016,Montana,30,Gallatin County,31,"Gallatin County, Montana",57021,"Gallatin County, Montana",1888,MT,3,2
G3000330,2012-2016,Montana,30,Garfield County,33,"Garfield County, Montana",42614,"Garfield County, Montana",6734,MT,3,2
G3000350,2012-2016,Montana,30,Glacier County,35,"Glacier County, Montana",29181,"Glacier County, Montana",2804,MT,3,2
G3000370,2012-2016,Montana,30,Golden Valley County,37,"Golden Valley County, Montana",44000,"Golden Valley County, Montana",3782,MT,3,2
G3000390,2012-2016,Montana,30,Granite County,39,"Granite County, Montana",48688,"Granite County, Montana",6120,MT,3,2
G3000410,2012-2016,Montana,30,Hill County,41,"Hill County, Montana",42979,"Hill County, Montana",2619,MT,3,2
G3000430,2012-2016,Montana,30,Jefferson County,43,"Jefferson County, Montana",62939,"Jefferson County, Montana",2961,MT,3,2
G3000450,2012-2016,Montana,30,Judith Basin County,45,"Judith Basin County, Montana",45347,"Judith Basin County, Montana",6506,MT,3,2
G3000470,2012-2016,Montana,30,Lake County,47,"Lake County, Montana",39898,"Lake County, Montana",2309,MT,3,2
G3000490,2012-2016,Montana,30,Lewis and Clark County,49,"Lewis and Clark County, Montana",59170,"Lewis and Clark County, Montana",3486,MT,3,2
G3000510,2012-2016,Montana,30,Liberty County,51,"Liberty County, Montana",46597,"Liberty County, Montana",7328,MT,3,2
G3000530,2012-2016,Montana,30,Lincoln County,53,"Lincoln County, Montana",35461,"Lincoln County, Montana",2482,MT,3,2
G3000550,2012-2016,Montana,30,McCone County,55,"McCone County, Montana",42330,"McCone County, Montana",7795,MT,3,2
G3000570,2012-2016,Montana,30,Madison County,57,"Madison County, Montana",47617,"Madison County, Montana",4692,MT,3,2
G3000590,2012-2016,Montana,30,Meagher County,59,"Meagher County, Montana",39032,"Meagher County, Montana",3702,MT,3,2
G3000610,2012-2016,Montana,30,Mineral County,61,"Mineral County, Montana",37143,"Mineral County, Montana",5549,MT,3,2
G3000630,2012-2016,Montana,30,Missoula County,63,"Missoula County, Montana",46371,"Missoula County, Montana",1354,MT,3,2
G3000650,2012-2016,Montana,30,Musselshell County,65,"Musselshell County, Montana",41557,"Musselshell County, Montana",6189,MT,3,2
G3000670,2012-2016,Montana,30,Park County,67,"Park County, Montana",43385,"Park County, Montana",3665,MT,3,2
G3000690,2012-2016,Montana,30,Petroleum County,69,"Petroleum County, Montana",38250,"Petroleum County, Montana",8184,MT,3,2
G3000710,2012-2016,Montana,30,Phillips County,71,"Phillips County, Montana",38692,"Phillips County, Montana",6771,MT,3,2
G3000730,2012-2016,Montana,30,Pondera County,73,"Pondera County, Montana",42193,"Pondera County, Montana",5199,MT,3,2
G3000750,2012-2016,Montana,30,Powder River County,75,"Powder River County, Montana",47955,"Powder River County, Montana",8221,MT,3,2
G3000770,2012-2016,Montana,30,Powell County,77,"Powell County, Montana",43064,"Powell County, Montana",5218,MT,3,2
G3000790,2012-2016,Montana,30,Prairie County,79,"Prairie County, Montana",44643,"Prairie County, Montana",4605,MT,3,2
G3000810,2012-2016,Montana,30,Ravalli County,81,"Ravalli County, Montana",40546,"Ravalli County, Montana",2210,MT,3,2
G3000830,2012-2016,Montana,30,Richland County,83,"Richland County, Montana",65638,"Richland County, Montana",2996,MT,3,2
G3000850,2012-2016,Montana,30,Roosevelt County,85,"Roosevelt County, Montana",34481,"Roosevelt County, Montana",3877,MT,3,2
G3000870,2012-2016,Montana,30,Rosebud County,87,"Rosebud County, Montana",55609,"Rosebud County, Montana",4498,MT,3,2
G3000890,2012-2016,Montana,30,Sanders County,89,"Sanders County, Montana",34336,"Sanders County, Montana",2221,MT,3,2
G3000910,2012-2016,Montana,30,Sheridan County,91,"Sheridan County, Montana",52308,"Sheridan County, Montana",7713,MT,3,2
G3000930,2012-2016,Montana,30,Silver Bow County,93,"Silver Bow County, Montana",39580,"Silver Bow County, Montana",2948,MT,3,2
G3000950,2012-2016,Montana,30,Stillwater County,95,"Stillwater County, Montana",59603,"Stillwater County, Montana",4073,MT,3,2
G3000970,2012-2016,Montana,30,Sweet Grass County,97,"Sweet Grass County, Montana",50813,"Sweet Grass County, Montana",8327,MT,3,2
G3000990,2012-2016,Montana,30,Teton County,99,"Teton County, Montana",49047,"Teton County, Montana",4213,MT,3,2
G3001010,2012-2016,Montana,30,Toole County,101,"Toole County, Montana",46588,"Toole County, Montana",4757,MT,3,2
G3001030,2012-2016,Montana,30,Treasure County,103,"Treasure County, Montana",42500,"Treasure County, Montana",6163,MT,3,2
G3001050,2012-2016,Montana,30,Valley County,105,"Valley County, Montana",49977,"Valley County, Montana",4477,MT,3,2
G3001070,2012-2016,Montana,30,Wheatland County,107,"Wheatland County, Montana",36076,"Wheatland County, Montana",4502,MT,3,2
G3001090,2012-2016,Montana,30,Wibaux County,109,"Wibaux County, Montana",40833,"Wibaux County, Montana",11637,MT,3,2
G3001110,2012-2016,Montana,30,Yellowstone County,111,"Yellowstone County, Montana",55032,"Yellowstone County, Montana",1551,MT,3,2
G3100010,2012-2016,Nebraska,31,Adams County,1,"Adams County, Nebraska",51201,"Adams County, Nebraska",3009,NE,4,4
G3100030,2012-2016,Nebraska,31,Antelope County,3,"Antelope County, Nebraska",46381,"Antelope County, Nebraska",1914,NE,4,4
G3100050,2012-2016,Nebraska,31,Arthur County,5,"Arthur County, Nebraska",40375,"Arthur County, Nebraska",5354,NE,4,4
G3100070,2012-2016,Nebraska,31,Banner County,7,"Banner County, Nebraska",50833,"Banner County, Nebraska",11675,NE,4,4
G3100090,2012-2016,Nebraska,31,Blaine County,9,"Blaine County, Nebraska",50350,"Blaine County, Nebraska",2637,NE,4,4
G3100110,2012-2016,Nebraska,31,Boone County,11,"Boone County, Nebraska",51890,"Boone County, Nebraska",2523,NE,4,4
G3100130,2012-2016,Nebraska,31,Box Butte County,13,"Box Butte County, Nebraska",54444,"Box Butte County, Nebraska",5950,NE,4,4
G3100150,2012-2016,Nebraska,31,Boyd County,15,"Boyd County, Nebraska",42463,"Boyd County, Nebraska",3557,NE,4,4
G3100170,2012-2016,Nebraska,31,Brown County,17,"Brown County, Nebraska",37328,"Brown County, Nebraska",7440,NE,4,4
G3100190,2012-2016,Nebraska,31,Buffalo County,19,"Buffalo County, Nebraska",54098,"Buffalo County, Nebraska",2532,NE,4,4
G3100210,2012-2016,Nebraska,31,Burt County,21,"Burt County, Nebraska",47137,"Burt County, Nebraska",3255,NE,4,4
G3100230,2012-2016,Nebraska,31,Butler County,23,"Butler County, Nebraska",51166,"Butler County, Nebraska",3575,NE,4,4
G3100250,2012-2016,Nebraska,31,Cass County,25,"Cass County, Nebraska",65385,"Cass County, Nebraska",2901,NE,4,4
G3100270,2012-2016,Nebraska,31,Cedar County,27,"Cedar County, Nebraska",54391,"Cedar County, Nebraska",2578,NE,4,4
G3100290,2012-2016,Nebraska,31,Chase County,29,"Chase County, Nebraska",53496,"Chase County, Nebraska",3910,NE,4,4
G3100310,2012-2016,Nebraska,31,Cherry County,31,"Cherry County, Nebraska",53059,"Cherry County, Nebraska",3672,NE,4,4
G3100330,2012-2016,Nebraska,31,Cheyenne County,33,"Cheyenne County, Nebraska",54215,"Cheyenne County, Nebraska",3535,NE,4,4
G3100350,2012-2016,Nebraska,31,Clay County,35,"Clay County, Nebraska",51613,"Clay County, Nebraska",2954,NE,4,4
G3100370,2012-2016,Nebraska,31,Colfax County,37,"Colfax County, Nebraska",52712,"Colfax County, Nebraska",3616,NE,4,4
G3100390,2012-2016,Nebraska,31,Cuming County,39,"Cuming County, Nebraska",49181,"Cuming County, Nebraska",3305,NE,4,4
G3100410,2012-2016,Nebraska,31,Custer County,41,"Custer County, Nebraska",47083,"Custer County, Nebraska",2817,NE,4,4
G3100430,2012-2016,Nebraska,31,Dakota County,43,"Dakota County, Nebraska",52336,"Dakota County, Nebraska",2799,NE,4,4
G3100450,2012-2016,Nebraska,31,Dawes County,45,"Dawes County, Nebraska",42685,"Dawes County, Nebraska",5011,NE,4,4
G3100470,2012-2016,Nebraska,31,Dawson County,47,"Dawson County, Nebraska",49943,"Dawson County, Nebraska",2321,NE,4,4
G3100490,2012-2016,Nebraska,31,Deuel County,49,"Deuel County, Nebraska",51786,"Deuel County, Nebraska",5107,NE,4,4
G3100510,2012-2016,Nebraska,31,Dixon County,51,"Dixon County, Nebraska",52813,"Dixon County, Nebraska",2486,NE,4,4
G3100530,2012-2016,Nebraska,31,Dodge County,53,"Dodge County, Nebraska",49830,"Dodge County, Nebraska",2264,NE,4,4
G3100550,2012-2016,Nebraska,31,Douglas County,55,"Douglas County, Nebraska",56003,"Douglas County, Nebraska",727,NE,4,4
G3100570,2012-2016,Nebraska,31,Dundy County,57,"Dundy County, Nebraska",44583,"Dundy County, Nebraska",7806,NE,4,4
G3100590,2012-2016,Nebraska,31,Fillmore County,59,"Fillmore County, Nebraska",52070,"Fillmore County, Nebraska",3216,NE,4,4
G3100610,2012-2016,Nebraska,31,Franklin County,61,"Franklin County, Nebraska",46531,"Franklin County, Nebraska",2896,NE,4,4
G3100630,2012-2016,Nebraska,31,Frontier County,63,"Frontier County, Nebraska",51192,"Frontier County, Nebraska",2250,NE,4,4
G3100650,2012-2016,Nebraska,31,Furnas County,65,"Furnas County, Nebraska",40445,"Furnas County, Nebraska",2785,NE,4,4
G3100670,2012-2016,Nebraska,31,Gage County,67,"Gage County, Nebraska",48731,"Gage County, Nebraska",3992,NE,4,4
G3100690,2012-2016,Nebraska,31,Garden County,69,"Garden County, Nebraska",49805,"Garden County, Nebraska",6922,NE,4,4
G3100710,2012-2016,Nebraska,31,Garfield County,71,"Garfield County, Nebraska",45227,"Garfield County, Nebraska",3593,NE,4,4
G3100730,2012-2016,Nebraska,31,Gosper County,73,"Gosper County, Nebraska",60711,"Gosper County, Nebraska",3286,NE,4,4
G3100750,2012-2016,Nebraska,31,Grant County,75,"Grant County, Nebraska",45625,"Grant County, Nebraska",7573,NE,4,4
G3100770,2012-2016,Nebraska,31,Greeley County,77,"Greeley County, Nebraska",48220,"Greeley County, Nebraska",2923,NE,4,4
G3100790,2012-2016,Nebraska,31,Hall County,79,"Hall County, Nebraska",51355,"Hall County, Nebraska",1437,NE,4,4
G3100810,2012-2016,Nebraska,31,Hamilton County,81,"Hamilton County, Nebraska",59760,"Hamilton County, Nebraska",2918,NE,4,4
G3100830,2012-2016,Nebraska,31,Harlan County,83,"Harlan County, Nebraska",44630,"Harlan County, Nebraska",4196,NE,4,4
G3100850,2012-2016,Nebraska,31,Hayes County,85,"Hayes County, Nebraska",44602,"Hayes County, Nebraska",9686,NE,4,4
G3100870,2012-2016,Nebraska,31,Hitchcock County,87,"Hitchcock County, Nebraska",41131,"Hitchcock County, Nebraska",3701,NE,4,4
G3100890,2012-2016,Nebraska,31,Holt County,89,"Holt County, Nebraska",49607,"Holt County, Nebraska",3572,NE,4,4
G3100910,2012-2016,Nebraska,31,Hooker County,91,"Hooker County, Nebraska",38616,"Hooker County, Nebraska",2888,NE,4,4
G3100930,2012-2016,Nebraska,31,Howard County,93,"Howard County, Nebraska",52247,"Howard County, Nebraska",3225,NE,4,4
G3100950,2012-2016,Nebraska,31,Jefferson County,95,"Jefferson County, Nebraska",44616,"Jefferson County, Nebraska",3122,NE,4,4
