GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,NAME_E,AF49E001,NAME_M,AF49M001,STATE_ABB,X_POSITION,Y_POSITION
G1701570,2012-2016,Illinois,17,Randolph County,157,"Randolph County, Illinois",48343,"Randolph County, Illinois",2348,IL,6,2
G1701590,2012-2016,Illinois,17,Richland County,159,"Richland County, Illinois",45597,"Richland County, Illinois",2366,IL,6,2
G1701610,2012-2016,Illinois,17,Rock Island County,161,"Rock Island County, Illinois",50208,"Rock Island County, Illinois",1163,IL,6,2
G1701630,2012-2016,Illinois,17,St. Clair County,163,"St. Clair County, Illinois",50006,"St. Clair County, Illinois",1258,IL,6,2
G1701650,2012-2016,Illinois,17,Saline County,165,"Saline County, Illinois",40290,"Saline County, Illinois",2861,IL,6,2
G1701670,2012-2016,Illinois,17,Sangamon County,167,"Sangamon County, Illinois",56742,"Sangamon County, Illinois",1161,IL,6,2
G1701690,2012-2016,Illinois,17,Schuyler County,169,"Schuyler County, Illinois",48396,"Schuyler County, Illinois",3216,IL,6,2
G1701710,2012-2016,Illinois,17,Scott County,171,"Scott County, Illinois",46210,"Scott County, Illinois",6195,IL,6,2
G1701730,2012-2016,Illinois,17,Shelby County,173,"Shelby County, Illinois",48572,"Shelby County, Illinois",2335,IL,6,2
G1701750,2012-2016,Illinois,17,Stark County,175,"Stark County, Illinois",52058,"Stark County, Illinois",3728,IL,6,2
G1701770,2012-2016,Illinois,17,Stephenson County,177,"Stephenson County, Illinois",45624,"Stephenson County, Illinois",1786,IL,6,2
G1701790,2012-2016,Illinois,17,Tazewell County,179,"Tazewell County, Illinois",60178,"Tazewell County, Illinois",1528,IL,6,2
G1701810,2012-2016,Illinois,17,Union County,181,"Union County, Illinois",45464,"Union County, Illinois",3620,IL,6,2
G1701830,2012-2016,Illinois,17,Vermilion County,183,"Vermilion County, Illinois",43552,"Vermilion County, Illinois",1549,IL,6,2
G1701850,2012-2016,Illinois,17,Wabash County,185,"Wabash County, Illinois",46871,"Wabash County, Illinois",3014,IL,6,2
G1701870,2012-2016,Illinois,17,Warren County,187,"Warren County, Illinois",44067,"Warren County, Illinois",3197,IL,6,2
G1701890,2012-2016,Illinois,17,Washington County,189,"Washington County, Illinois",54936,"Washington County, Illinois",2744,IL,6,2
G1701910,2012-2016,Illinois,17,Wayne County,191,"Wayne County, Illinois",46903,"Wayne County, Illinois",3307,IL,6,2
G1701930,2012-2016,Illinois,17,White County,193,"White County, Illinois",43678,"White County, Illinois",3145,IL,6,2
G1701950,2012-2016,Illinois,17,Whiteside County,195,"Whiteside County, Illinois",49151,"Whiteside County, Illinois",2144,IL,6,2
G1701970,2012-2016,Illinois,17,Will County,197,"Will County, Illinois",77507,"Will County, Illinois",847,IL,6,2
G1701990,2012-2016,Illinois,17,Williamson County,199,"Williamson County, Illinois",45902,"Williamson County, Illinois",1678,IL,6,2
G1702010,2012-2016,Illinois,17,Winnebago County,201,"Winnebago County, Illinois",49468,"Winnebago County, Illinois",912,IL,6,2
G1702030,2012-2016,Illinois,17,Woodford County,203,"Woodford County, Illinois",68040,"Woodford County, Illinois",3121,IL,6,2
G1800010,2012-2016,Indiana,18,Adams County,1,"Adams County, Indiana",47572,"Adams County, Indiana",2926,IN,6,3
G1800030,2012-2016,Indiana,18,Allen County,3,"Allen County, Indiana",49574,"Allen County, Indiana",764,IN,6,3
G1800050,2012-2016,Indiana,18,Bartholomew County,5,"Bartholomew County, Indiana",55874,"Bartholomew County, Indiana",1651,IN,6,3
G1800070,2012-2016,Indiana,18,Benton County,7,"Benton County, Indiana",48069,"Benton County, Indiana",2437,IN,6,3
G1800090,2012-2016,Indiana,18,Blackford County,9,"Blackford County, Indiana",38791,"Blackford County, Indiana",2647,IN,6,3
G1800110,2012-2016,Indiana,18,Boone County,11,"Boone County, Indiana",72774,"Boone County, Indiana",2784,IN,6,3
G1800130,2012-2016,Indiana,18,Brown County,13,"Brown County, Indiana",56323,"Brown County, Indiana",5798,IN,6,3
G1800150,2012-2016,Indiana,18,Carroll County,15,"Carroll County, Indiana",54140,"Carroll County, Indiana",2825,IN,6,3
G1800170,2012-2016,Indiana,18,Cass County,17,"Cass County, Indiana",43918,"Cass County, Indiana",2057,IN,6,3
G1800190,2012-2016,Indiana,18,Clark County,19,"Clark County, Indiana",51844,"Clark County, Indiana",1599,IN,6,3
G1800210,2012-2016,Indiana,18,Clay County,21,"Clay County, Indiana",49735,"Clay County, Indiana",2689,IN,6,3
G1800230,2012-2016,Indiana,18,Clinton County,23,"Clinton County, Indiana",50096,"Clinton County, Indiana",3191,IN,6,3
G1800250,2012-2016,Indiana,18,Crawford County,25,"Crawford County, Indiana",41173,"Crawford County, Indiana",3106,IN,6,3
G1800270,2012-2016,Indiana,18,Daviess County,27,"Daviess County, Indiana",47939,"Daviess County, Indiana",3127,IN,6,3
G1800290,2012-2016,Indiana,18,Dearborn County,29,"Dearborn County, Indiana",60834,"Dearborn County, Indiana",2379,IN,6,3
G1800310,2012-2016,Indiana,18,Decatur County,31,"Decatur County, Indiana",51185,"Decatur County, Indiana",1690,IN,6,3
G1800330,2012-2016,Indiana,18,DeKalb County,33,"DeKalb County, Indiana",50398,"DeKalb County, Indiana",1705,IN,6,3
G1800350,2012-2016,Indiana,18,Delaware County,35,"Delaware County, Indiana",39537,"Delaware County, Indiana",990,IN,6,3
G1800370,2012-2016,Indiana,18,Dubois County,37,"Dubois County, Indiana",55154,"Dubois County, Indiana",2393,IN,6,3
G1800390,2012-2016,Indiana,18,Elkhart County,39,"Elkhart County, Indiana",49692,"Elkhart County, Indiana",1139,IN,6,3
G1800410,2012-2016,Indiana,18,Fayette County,41,"Fayette County, Indiana",40851,"Fayette County, Indiana",1963,IN,6,3
G1800430,2012-2016,Indiana,18,Floyd County,43,"Floyd County, Indiana",57494,"Floyd County, Indiana",2344,IN,6,3
G1800450,2012-2016,Indiana,18,Fountain County,45,"Fountain County, Indiana",45924,"Fountain County, Indiana",2920,IN,6,3
G1800470,2012-2016,Indiana,18,Franklin County,47,"Franklin County, Indiana",52128,"Franklin County, Indiana",3141,IN,6,3
G1800490,2012-2016,Indiana,18,Fulton County,49,"Fulton County, Indiana",46310,"Fulton County, Indiana",3149,IN,6,3
G1800510,2012-2016,Indiana,18,Gibson County,51,"Gibson County, Indiana",49669,"Gibson County, Indiana",2339,IN,6,3
G1800530,2012-2016,Indiana,18,Grant County,53,"Grant County, Indiana",40272,"Grant County, Indiana",1635,IN,6,3
G1800550,2012-2016,Indiana,18,Greene County,55,"Greene County, Indiana",45153,"Greene County, Indiana",2932,IN,6,3
G1800570,2012-2016,Indiana,18,Hamilton County,57,"Hamilton County, Indiana",87782,"Hamilton County, Indiana",1787,IN,6,3
G1800590,2012-2016,Indiana,18,Hancock County,59,"Hancock County, Indiana",68449,"Hancock County, Indiana",2375,IN,6,3
G1800610,2012-2016,Indiana,18,Harrison County,61,"Harrison County, Indiana",52926,"Harrison County, Indiana",2714,IN,6,3
G1800630,2012-2016,Indiana,18,Hendricks County,63,"Hendricks County, Indiana",73042,"Hendricks County, Indiana",1174,IN,6,3
G1800650,2012-2016,Indiana,18,Henry County,65,"Henry County, Indiana",44509,"Henry County, Indiana",1488,IN,6,3
G1800670,2012-2016,Indiana,18,Howard County,67,"Howard County, Indiana",45928,"Howard County, Indiana",1189,IN,6,3
G1800690,2012-2016,Indiana,18,Huntington County,69,"Huntington County, Indiana",47042,"Huntington County, Indiana",1561,IN,6,3
G1800710,2012-2016,Indiana,18,Jackson County,71,"Jackson County, Indiana",48546,"Jackson County, Indiana",2877,IN,6,3
G1800730,2012-2016,Indiana,18,Jasper County,73,"Jasper County, Indiana",55485,"Jasper County, Indiana",2228,IN,6,3
G1800750,2012-2016,Indiana,18,Jay County,75,"Jay County, Indiana",42322,"Jay County, Indiana",2307,IN,6,3
G1800770,2012-2016,Indiana,18,Jefferson County,77,"Jefferson County, Indiana",47065,"Jefferson County, Indiana",2117,IN,6,3
G1800790,2012-2016,Indiana,18,Jennings County,79,"Jennings County, Indiana",47236,"Jennings County, Indiana",3377,IN,6,3
G1800810,2012-2016,Indiana,18,Johnson County,81,"Johnson County, Indiana",63023,"Johnson County, Indiana",1812,IN,6,3
G1800830,2012-2016,Indiana,18,Knox County,83,"Knox County, Indiana",44624,"Knox County, Indiana",1879,IN,6,3
G1800850,2012-2016,Indiana,18,Kosciusko County,85,"Kosciusko County, Indiana",54482,"Kosciusko County, Indiana",1921,IN,6,3
G1800870,2012-2016,Indiana,18,LaGrange County,87,"LaGrange County, Indiana",53947,"LaGrange County, Indiana",2038,IN,6,3
G1800890,2012-2016,Indiana,18,Lake County,89,"Lake County, Indiana",50905,"Lake County, Indiana",724,IN,6,3
G1800910,2012-2016,Indiana,18,LaPorte County,91,"LaPorte County, Indiana",48165,"LaPorte County, Indiana",1686,IN,6,3
G1800930,2012-2016,Indiana,18,Lawrence County,93,"Lawrence County, Indiana",46044,"Lawrence County, Indiana",2335,IN,6,3
G1800950,2012-2016,Indiana,18,Madison County,95,"Madison County, Indiana",44795,"Madison County, Indiana",1172,IN,6,3
G1800970,2012-2016,Indiana,18,Marion County,97,"Marion County, Indiana",43369,"Marion County, Indiana",540,IN,6,3
G1800990,2012-2016,Indiana,18,Marshall County,99,"Marshall County, Indiana",49725,"Marshall County, Indiana",2577,IN,6,3
G1801010,2012-2016,Indiana,18,Martin County,101,"Martin County, Indiana",47457,"Martin County, Indiana",4515,IN,6,3
G1801030,2012-2016,Indiana,18,Miami County,103,"Miami County, Indiana",45646,"Miami County, Indiana",2233,IN,6,3
G1801050,2012-2016,Indiana,18,Monroe County,105,"Monroe County, Indiana",43389,"Monroe County, Indiana",1621,IN,6,3
G1801070,2012-2016,Indiana,18,Montgomery County,107,"Montgomery County, Indiana",50253,"Montgomery County, Indiana",2311,IN,6,3
G1801090,2012-2016,Indiana,18,Morgan County,109,"Morgan County, Indiana",57521,"Morgan County, Indiana",1683,IN,6,3
G1801110,2012-2016,Indiana,18,Newton County,111,"Newton County, Indiana",50058,"Newton County, Indiana",3769,IN,6,3
G1801130,2012-2016,Indiana,18,Noble County,113,"Noble County, Indiana",49657,"Noble County, Indiana",2051,IN,6,3
G1801150,2012-2016,Indiana,18,Ohio County,115,"Ohio County, Indiana",54653,"Ohio County, Indiana",7237,IN,6,3
G1801170,2012-2016,Indiana,18,Orange County,117,"Orange County, Indiana",41438,"Orange County, Indiana",3020,IN,6,3
G1801190,2012-2016,Indiana,18,Owen County,119,"Owen County, Indiana",45388,"Owen County, Indiana",2741,IN,6,3
G1801210,2012-2016,Indiana,18,Parke County,121,"Parke County, Indiana",42664,"Parke County, Indiana",2810,IN,6,3
G1801230,2012-2016,Indiana,18,Perry County,123,"Perry County, Indiana",47396,"Perry County, Indiana",3389,IN,6,3
G1801250,2012-2016,Indiana,18,Pike County,125,"Pike County, Indiana",48076,"Pike County, Indiana",3748,IN,6,3
G1801270,2012-2016,Indiana,18,Porter County,127,"Porter County, Indiana",64874,"Porter County, Indiana",1899,IN,6,3
G1801290,2012-2016,Indiana,18,Posey County,129,"Posey County, Indiana",59918,"Posey County, Indiana",3267,IN,6,3
G1801310,2012-2016,Indiana,18,Pulaski County,131,"Pulaski County, Indiana",44884,"Pulaski County, Indiana",3057,IN,6,3
G1801330,2012-2016,Indiana,18,Putnam County,133,"Putnam County, Indiana",52465,"Putnam County, Indiana",2607,IN,6,3
G1801350,2012-2016,Indiana,18,Randolph County,135,"Randolph County, Indiana",42418,"Randolph County, Indiana",1756,IN,6,3
G1801370,2012-2016,Indiana,18,Ripley County,137,"Ripley County, Indiana",52372,"Ripley County, Indiana",2285,IN,6,3
G1801390,2012-2016,Indiana,18,Rush County,139,"Rush County, Indiana",46380,"Rush County, Indiana",3166,IN,6,3
G1801410,2012-2016,Indiana,18,St. Joseph County,141,"St. Joseph County, Indiana",46174,"St. Joseph County, Indiana",1071,IN,6,3
G1801430,2012-2016,Indiana,18,Scott County,143,"Scott County, Indiana",46368,"Scott County, Indiana",2487,IN,6,3
G1801450,2012-2016,Indiana,18,Shelby County,145,"Shelby County, Indiana",52651,"Shelby County, Indiana",1989,IN,6,3
G1801470,2012-2016,Indiana,18,Spencer County,147,"Spencer County, Indiana",54870,"Spencer County, Indiana",2556,IN,6,3
G1801490,2012-2016,Indiana,18,Starke County,149,"Starke County, Indiana",43401,"Starke County, Indiana",3078,IN,6,3
G1801510,2012-2016,Indiana,18,Steuben County,151,"Steuben County, Indiana",50418,"Steuben County, Indiana",2058,IN,6,3
G1801530,2012-2016,Indiana,18,Sullivan County,153,"Sullivan County, Indiana",43786,"Sullivan County, Indiana",4429,IN,6,3
G1801550,2012-2016,Indiana,18,Switzerland County,155,"Switzerland County, Indiana",43456,"Switzerland County, Indiana",4004,IN,6,3
G1801570,2012-2016,Indiana,18,Tippecanoe County,157,"Tippecanoe County, Indiana",47406,"Tippecanoe County, Indiana",1522,IN,6,3
G1801590,2012-2016,Indiana,18,Tipton County,159,"Tipton County, Indiana",54023,"Tipton County, Indiana",2665,IN,6,3
G1801610,2012-2016,Indiana,18,Union County,161,"Union County, Indiana",45104,"Union County, Indiana",3483,IN,6,3
G1801630,2012-2016,Indiana,18,Vanderburgh County,163,"Vanderburgh County, Indiana",43311,"Vanderburgh County, Indiana",1099,IN,6,3
G1801650,2012-2016,Indiana,18,Vermillion County,165,"Vermillion County, Indiana",44409,"Vermillion County, Indiana",2413,IN,6,3
G1801670,2012-2016,Indiana,18,Vigo County,167,"Vigo County, Indiana",41221,"Vigo County, Indiana",824,IN,6,3
G1801690,2012-2016,Indiana,18,Wabash County,169,"Wabash County, Indiana",47473,"Wabash County, Indiana",2057,IN,6,3
G1801710,2012-2016,Indiana,18,Warren County,171,"Warren County, Indiana",58623,"Warren County, Indiana",4139,IN,6,3
G1801730,2012-2016,Indiana,18,Warrick County,173,"Warrick County, Indiana",61542,"Warrick County, Indiana",1806,IN,6,3
G1801750,2012-2016,Indiana,18,Washington County,175,"Washington County, Indiana",44883,"Washington County, Indiana",2128,IN,6,3
G1801770,2012-2016,Indiana,18,Wayne County,177,"Wayne County, Indiana",39691,"Wayne County, Indiana",1414,IN,6,3
G1801790,2012-2016,Indiana,18,Wells County,179,"Wells County, Indiana",51568,"Wells County, Indiana",1320,IN,6,3
G1801810,2012-2016,Indiana,18,White County,181,"White County, Indiana",51547,"White County, Indiana",2738,IN,6,3
G1801830,2012-2016,Indiana,18,Whitley County,183,"Whitley County, Indiana",54837,"Whitley County, Indiana",2664,IN,6,3
G1900010,2012-2016,Iowa,19,Adair County,1,"Adair County, Iowa",48765,"Adair County, Iowa",3141,IA,5,3
G1900030,2012-2016,Iowa,19,Adams County,3,"Adams County, Iowa",48598,"Adams County, Iowa",4283,IA,5,3
G1900050,2012-2016,Iowa,19,Allamakee County,5,"Allamakee County, Iowa",48089,"Allamakee County, Iowa",3362,IA,5,3
G1900070,2012-2016,Iowa,19,Appanoose County,7,"Appanoose County, Iowa",40817,"Appanoose County, Iowa",1623,IA,5,3
G1900090,2012-2016,Iowa,19,Audubon County,9,"Audubon County, Iowa",47048,"Audubon County, Iowa",4261,IA,5,3
G1900110,2012-2016,Iowa,19,Benton County,11,"Benton County, Iowa",61222,"Benton County, Iowa",2830,IA,5,3
G1900130,2012-2016,Iowa,19,Black Hawk County,13,"Black Hawk County, Iowa",50348,"Black Hawk County, Iowa",1099,IA,5,3
G1900150,2012-2016,Iowa,19,Boone County,15,"Boone County, Iowa",54513,"Boone County, Iowa",2459,IA,5,3
G1900170,2012-2016,Iowa,19,Bremer County,17,"Bremer County, Iowa",64264,"Bremer County, Iowa",2756,IA,5,3
G1900190,2012-2016,Iowa,19,Buchanan County,19,"Buchanan County, Iowa",55881,"Buchanan County, Iowa",3317,IA,5,3
G1900210,2012-2016,Iowa,19,Buena Vista County,21,"Buena Vista County, Iowa",49942,"Buena Vista County, Iowa",2399,IA,5,3
G1900230,2012-2016,Iowa,19,Butler County,23,"Butler County, Iowa",52204,"Butler County, Iowa",2295,IA,5,3
G1900250,2012-2016,Iowa,19,Calhoun County,25,"Calhoun County, Iowa",44635,"Calhoun County, Iowa",2708,IA,5,3
G1900270,2012-2016,Iowa,19,Carroll County,27,"Carroll County, Iowa",53785,"Carroll County, Iowa",2931,IA,5,3
G1900290,2012-2016,Iowa,19,Cass County,29,"Cass County, Iowa",45469,"Cass County, Iowa",2562,IA,5,3
G1900310,2012-2016,Iowa,19,Cedar County,31,"Cedar County, Iowa",60435,"Cedar County, Iowa",2036,IA,5,3
G1900330,2012-2016,Iowa,19,Cerro Gordo County,33,"Cerro Gordo County, Iowa",47788,"Cerro Gordo County, Iowa",2209,IA,5,3
G1900350,2012-2016,Iowa,19,Cherokee County,35,"Cherokee County, Iowa",51590,"Cherokee County, Iowa",3900,IA,5,3
G1900370,2012-2016,Iowa,19,Chickasaw County,37,"Chickasaw County, Iowa",48013,"Chickasaw County, Iowa",2545,IA,5,3
G1900390,2012-2016,Iowa,19,Clarke County,39,"Clarke County, Iowa",46510,"Clarke County, Iowa",2711,IA,5,3
G1900410,2012-2016,Iowa,19,Clay County,41,"Clay County, Iowa",48888,"Clay County, Iowa",4177,IA,5,3
G1900430,2012-2016,Iowa,19,Clayton County,43,"Clayton County, Iowa",48482,"Clayton County, Iowa",1686,IA,5,3
G1900450,2012-2016,Iowa,19,Clinton County,45,"Clinton County, Iowa",50067,"Clinton County, Iowa",2880,IA,5,3
G1900470,2012-2016,Iowa,19,Crawford County,47,"Crawford County, Iowa",49699,"Crawford County, Iowa",4255,IA,5,3
G1900490,2012-2016,Iowa,19,Dallas County,49,"Dallas County, Iowa",78918,"Dallas County, Iowa",2270,IA,5,3
G1900510,2012-2016,Iowa,19,Davis County,51,"Davis County, Iowa",49696,"Davis County, Iowa",3136,IA,5,3
G1900530,2012-2016,Iowa,19,Decatur County,53,"Decatur County, Iowa",38467,"Decatur County, Iowa",3006,IA,5,3
G1900550,2012-2016,Iowa,19,Delaware County,55,"Delaware County, Iowa",59452,"Delaware County, Iowa",3990,IA,5,3
G1900570,2012-2016,Iowa,19,Des Moines County,57,"Des Moines County, Iowa",44516,"Des Moines County, Iowa",2062,IA,5,3
G1900590,2012-2016,Iowa,19,Dickinson County,59,"Dickinson County, Iowa",57914,"Dickinson County, Iowa",3079,IA,5,3
G1900610,2012-2016,Iowa,19,Dubuque County,61,"Dubuque County, Iowa",56154,"Dubuque County, Iowa",1545,IA,5,3
G1900630,2012-2016,Iowa,19,Emmet County,63,"Emmet County, Iowa",45536,"Emmet County, Iowa",4866,IA,5,3
G1900650,2012-2016,Iowa,19,Fayette County,65,"Fayette County, Iowa",47711,"Fayette County, Iowa",1790,IA,5,3
G1900670,2012-2016,Iowa,19,Floyd County,67,"Floyd County, Iowa",46406,"Floyd County, Iowa",3864,IA,5,3
G1900690,2012-2016,Iowa,19,Franklin County,69,"Franklin County, Iowa",47524,"Franklin County, Iowa",3053,IA,5,3
G1900710,2012-2016,Iowa,19,Fremont County,71,"Fremont County, Iowa",52922,"Fremont County, Iowa",2893,IA,5,3
G1900730,2012-2016,Iowa,19,Greene County,73,"Greene County, Iowa",47264,"Greene County, Iowa",4499,IA,5,3
G1900750,2012-2016,Iowa,19,Grundy County,75,"Grundy County, Iowa",61606,"Grundy County, Iowa",2915,IA,5,3
G1900770,2012-2016,Iowa,19,Guthrie County,77,"Guthrie County, Iowa",52702,"Guthrie County, Iowa",1955,IA,5,3
G1900790,2012-2016,Iowa,19,Hamilton County,79,"Hamilton County, Iowa",53970,"Hamilton County, Iowa",2383,IA,5,3
G1900810,2012-2016,Iowa,19,Hancock County,81,"Hancock County, Iowa",54813,"Hancock County, Iowa",4229,IA,5,3
G1900830,2012-2016,Iowa,19,Hardin County,83,"Hardin County, Iowa",51821,"Hardin County, Iowa",1319,IA,5,3
G1900850,2012-2016,Iowa,19,Harrison County,85,"Harrison County, Iowa",55845,"Harrison County, Iowa",2679,IA,5,3
G1900870,2012-2016,Iowa,19,Henry County,87,"Henry County, Iowa",49606,"Henry County, Iowa",1896,IA,5,3
G1900890,2012-2016,Iowa,19,Howard County,89,"Howard County, Iowa",49199,"Howard County, Iowa",4234,IA,5,3
G1900910,2012-2016,Iowa,19,Humboldt County,91,"Humboldt County, Iowa",47478,"Humboldt County, Iowa",3691,IA,5,3
G1900930,2012-2016,Iowa,19,Ida County,93,"Ida County, Iowa",49957,"Ida County, Iowa",2420,IA,5,3
G1900950,2012-2016,Iowa,19,Iowa County,95,"Iowa County, Iowa",55099,"Iowa County, Iowa",5489,IA,5,3
G1900970,2012-2016,Iowa,19,Jackson County,97,"Jackson County, Iowa",49115,"Jackson County, Iowa",2130,IA,5,3
G1900990,2012-2016,Iowa,19,Jasper County,99,"Jasper County, Iowa",55503,"Jasper County, Iowa",1470,IA,5,3
G1901010,2012-2016,Iowa,19,Jefferson County,101,"Jefferson County, Iowa",45257,"Jefferson County, Iowa",5401,IA,5,3
G1901030,2012-2016,Iowa,19,Johnson County,103,"Johnson County, Iowa",56808,"Johnson County, Iowa",2030,IA,5,3
G1901050,2012-2016,Iowa,19,Jones County,105,"Jones County, Iowa",55507,"Jones County, Iowa",3738,IA,5,3
G1901070,2012-2016,Iowa,19,Keokuk County,107,"Keokuk County, Iowa",45227,"Keokuk County, Iowa",3964,IA,5,3
G1901090,2012-2016,Iowa,19,Kossuth County,109,"Kossuth County, Iowa",54231,"Kossuth County, Iowa",1586,IA,5,3
G1901110,2012-2016,Iowa,19,Lee County,111,"Lee County, Iowa",44568,"Lee County, Iowa",2143,IA,5,3
G1901130,2012-2016,Iowa,19,Linn County,113,"Linn County, Iowa",60989,"Linn County, Iowa",1658,IA,5,3
G1901150,2012-2016,Iowa,19,Louisa County,115,"Louisa County, Iowa",51615,"Louisa County, Iowa",3193,IA,5,3
G1901170,2012-2016,Iowa,19,Lucas County,117,"Lucas County, Iowa",48768,"Lucas County, Iowa",4740,IA,5,3
G1901190,2012-2016,Iowa,19,Lyon County,119,"Lyon County, Iowa",59888,"Lyon County, Iowa",3134,IA,5,3
G1901210,2012-2016,Iowa,19,Madison County,121,"Madison County, Iowa",60326,"Madison County, Iowa",4046,IA,5,3
G1901230,2012-2016,Iowa,19,Mahaska County,123,"Mahaska County, Iowa",49599,"Mahaska County, Iowa",2635,IA,5,3
G1901250,2012-2016,Iowa,19,Marion County,125,"Marion County, Iowa",57412,"Marion County, Iowa",3498,IA,5,3
G1901270,2012-2016,Iowa,19,Marshall County,127,"Marshall County, Iowa",54193,"Marshall County, Iowa",2022,IA,5,3
G1901290,2012-2016,Iowa,19,Mills County,129,"Mills County, Iowa",66203,"Mills County, Iowa",3263,IA,5,3
G1901310,2012-2016,Iowa,19,Mitchell County,131,"Mitchell County, Iowa",52564,"Mitchell County, Iowa",2793,IA,5,3
G1901330,2012-2016,Iowa,19,Monona County,133,"Monona County, Iowa",41455,"Monona County, Iowa",2174,IA,5,3
G1901350,2012-2016,Iowa,19,Monroe County,135,"Monroe County, Iowa",47515,"Monroe County, Iowa",4875,IA,5,3
G1901370,2012-2016,Iowa,19,Montgomery County,137,"Montgomery County, Iowa",42641,"Montgomery County, Iowa",3840,IA,5,3
G1901390,2012-2016,Iowa,19,Muscatine County,139,"Muscatine County, Iowa",55971,"Muscatine County, Iowa",1816,IA,5,3
G1901410,2012-2016,Iowa,19,O'Brien County,141,"O'Brien County, Iowa",52474,"O'Brien County, Iowa",5167,IA,5,3
G1901430,2012-2016,Iowa,19,Osceola County,143,"Osceola County, Iowa",48457,"Osceola County, Iowa",4203,IA,5,3
G1901450,2012-2016,Iowa,19,Page County,145,"Page County, Iowa",46128,"Page County, Iowa",3253,IA,5,3
G1901470,2012-2016,Iowa,19,Palo Alto County,147,"Palo Alto County, Iowa",49109,"Palo Alto County, Iowa",2990,IA,5,3
G1901490,2012-2016,Iowa,19,Plymouth County,149,"Plymouth County, Iowa",60339,"Plymouth County, Iowa",2600,IA,5,3
G1901510,2012-2016,Iowa,19,Pocahontas County,151,"Pocahontas County, Iowa",46250,"Pocahontas County, Iowa",2362,IA,5,3
G1901530,2012-2016,Iowa,19,Polk County,153,"Polk County, Iowa",61684,"Polk County, Iowa",834,IA,5,3
G1901550,2012-2016,Iowa,19,Pottawattamie County,155,"Pottawattamie County, Iowa",53260,"Pottawattamie County, Iowa",1524,IA,5,3
G1901570,2012-2016,Iowa,19,Poweshiek County,157,"Poweshiek County, Iowa",50725,"Poweshiek County, Iowa",1914,IA,5,3
G1901590,2012-2016,Iowa,19,Ringgold County,159,"Ringgold County, Iowa",46927,"Ringgold County, Iowa",3936,IA,5,3
G1901610,2012-2016,Iowa,19,Sac County,161,"Sac County, Iowa",49570,"Sac County, Iowa",1503,IA,5,3
G1901630,2012-2016,Iowa,19,Scott County,163,"Scott County, Iowa",56454,"Scott County, Iowa",1198,IA,5,3
G1901650,2012-2016,Iowa,19,Shelby County,165,"Shelby County, Iowa",52757,"Shelby County, Iowa",4556,IA,5,3
G1901670,2012-2016,Iowa,19,Sioux County,167,"Sioux County, Iowa",63466,"Sioux County, Iowa",1914,IA,5,3
G1901690,2012-2016,Iowa,19,Story County,169,"Story County, Iowa",51201,"Story County, Iowa",1342,IA,5,3
G1901710,2012-2016,Iowa,19,Tama County,171,"Tama County, Iowa",53833,"Tama County, Iowa",1850,IA,5,3
G1901730,2012-2016,Iowa,19,Taylor County,173,"Taylor County, Iowa",46510,"Taylor County, Iowa",2636,IA,5,3
G1901750,2012-2016,Iowa,19,Union County,175,"Union County, Iowa",45934,"Union County, Iowa",2714,IA,5,3
G1901770,2012-2016,Iowa,19,Van Buren County,177,"Van Buren County, Iowa",46769,"Van Buren County, Iowa",2939,IA,5,3
G1901790,2012-2016,Iowa,19,Wapello County,179,"Wapello County, Iowa",42494,"Wapello County, Iowa",1962,IA,5,3
G1901810,2012-2016,Iowa,19,Warren County,181,"Warren County, Iowa",67090,"Warren County, Iowa",3247,IA,5,3
G1901830,2012-2016,Iowa,19,Washington County,183,"Washington County, Iowa",56864,"Washington County, Iowa",2302,IA,5,3
G1901850,2012-2016,Iowa,19,Wayne County,185,"Wayne County, Iowa",42088,"Wayne County, Iowa",2207,IA,5,3
G1901870,2012-2016,Iowa,19,Webster County,187,"Webster County, Iowa",42196,"Webster County, Iowa",1801,IA,5,3
G1901890,2012-2016,Iowa,19,Winnebago County,189,"Winnebago County, Iowa",49278,"Winnebago County, Iowa",3448,IA,5,3
G1901910,2012-2016,Iowa,19,Winneshiek County,191,"Winneshiek County, Iowa",57009,"Winneshiek County, Iowa",2457,IA,5,3
G1901930,2012-2016,Iowa,19,Woodbury County,193,"Woodbury County, Iowa",49010,"Woodbury County, Iowa",1876,IA,5,3
G1901950,2012-2016,Iowa,19,Worth County,195,"Worth County, Iowa",49472,"Worth County, Iowa",2197,IA,5,3
G1901970,2012-2016,Iowa,19,Wright County,197,"Wright County, Iowa",46071,"Wright County, Iowa",3703,IA,5,3
G2000010,2012-2016,Kansas,20,Allen County,1,"Allen County, Kansas",40911,"Allen County, Kansas",2697,KS,4,5
G2000030,2012-2016,Kansas,20,Anderson County,3,"Anderson County, Kansas",42146,"Anderson County, Kansas",5276,KS,4,5
G2000050,2012-2016,Kansas,20,Atchison County,5,"Atchison County, Kansas",46103,"Atchison County, Kansas",2697,KS,4,5
G2000070,2012-2016,Kansas,20,Barber County,7,"Barber County, Kansas",49455,"Barber County, Kansas",3770,KS,4,5
G2000090,2012-2016,Kansas,20,Barton County,9,"Barton County, Kansas",44449,"Barton County, Kansas",1991,KS,4,5
G2000110,2012-2016,Kansas,20,Bourbon County,11,"Bourbon County, Kansas",41529,"Bourbon County, Kansas",3036,KS,4,5
